cell,variant,embedder,traj_id,step_idx,n_steps,actor,d_a_sem,d_a_lex,d_a_gated,d_oA,d_oA_calibrated,d_oU,user_is_tool_turn,label_fail
qwen32B-int4_airline_50runs,baseline,bge-m3,1351424c-5fa3-4355-a64e-8f2b127fb25b,23,32,tool,,,,,,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,1351424c-5fa3-4355-a64e-8f2b127fb25b,24,32,agent,0.4251664876937866,0.02857142857142857,0.0,,,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,1351424c-5fa3-4355-a64e-8f2b127fb25b,25,32,user,,,,,,0.5082496106624603,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,1351424c-5fa3-4355-a64e-8f2b127fb25b,26,32,agent,0.5089026689529419,0.13953488372093023,0.0,0.5302306413650513,-0.007409645451439739,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,1351424c-5fa3-4355-a64e-8f2b127fb25b,27,32,tool,,,,,,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,1351424c-5fa3-4355-a64e-8f2b127fb25b,28,32,agent,0.864861786365509,0.3333333333333333,0.0,0.5828807353973389,0.011804991298251633,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,1351424c-5fa3-4355-a64e-8f2b127fb25b,29,32,tool,,,,,,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,1351424c-5fa3-4355-a64e-8f2b127fb25b,30,32,agent,0.8402695655822754,0.38181818181818183,0.0,,,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,1351424c-5fa3-4355-a64e-8f2b127fb25b,31,32,user,,,,,,0.5511506795883179,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,fb075abd-f40a-49ac-bf13-26157f84b8ae,0,26,agent,,,,,,,0,0
